3873131	the atmosfear (fckw free-mix)	cozmozone	beverlee	jan van den bergh	macarius	sonya b henderson
166376	new world order (dr rhythm's trance hop mix)	mr x & mr y	afrika islam	professor klaus	westbam
19976286	fank	t love	andrzej zenczewski	dariusz zajac	jacek sliwczynski
36223119	alone at coney island	mickey mouse club	al hoffman	buddy baker	franklyn marks	george bruns	gil george	imogen carpenter	jerry livingston	jimmie dodd	lenny adelson	mack david	paul j smith	roy williams	sam sykes	sid miller	stanley davis jones	sven gyldmark	tom adair	tom blackburn
40228820	so fast, so numb	r e m	michael stipe	mike mills	bill berry	peter buck
11468498	colourless colour	la roux	ben langmaid	elly jackson	ben hirst
23364954	torn	novembers doom	eric burnley	larry roberts	ron holzner
15070340	outre risque locomotive	neneh cherry	booga bear	cameron mcvey	jamie j morgan	neneh cherry	phil chill	phil ramacon	robert del naja	wil malone
27354677	corporal jigsore quandary	deicide	decapitated	carcass	napalm death
25334128	finale (thema russo)	pyotr ilyich tchaikovsky	jakob gimpel	berliner symphoniker	siegfried borries	otto matzerath
26663238	torpedo girl	kiss	ace frehley	bob kulick	gene simmons	paul stanley	peppy castro	vini poncia
31027479	1 allegro non molto	antonio vivaldi	saulius sondeckis	lithuanian chamber orchestra	
42419000	vilke	taja	aras zvirblys	erika klimenko	giedrius skara
18351562	rumblefukkas	various	ferry salee	mark vos	robert gilmore
24948485	el diablo	arcadia	nick rhodes	roger taylor	simon le bon
7692854	dr van steiner	yello	boris blank	dieter meier	rush winters
9770137	andante	georg philipp telemann	fabio biondi	alfredo bernardini	lorenzo cavasanti	ensemble tripla concordia
37023919	aria amore terreno: deh, librate amoretti	antonio caldara	maria cristina kiehr	rosa dominguez	bernarda fink	andreas scholl	gerd turk	ulrich messthaler	schola cantorum basiliensis	chiara banchini	rene jacobs
7303963	close your eyes 'til the morning (original)	homewreckers	gregor pottmeier	johannes ehmann	krischan jan-eric wesenberg	dennis legree	kemo
35327290	still	peter sinfield	mennie	peter sinfield	phil jump	richard brunton	steve dolan
11700217	nothin' is so easy	miss daisy	corrado cecere	massimo fidani	rocco fortunato
3452653	mandrake root	deep purple	jon lord	ritchie blackmore	rod evans
23656749	not rectilinear	poetics, the	david askevold	dorothy schneider	franz gruber	jim shaw	john freeman young	jordan waxman	msr singers, the	sun ra
21790270	green onions	graham bond	al jackson jr	booker t jones	lewis steinberg	steve cropper
1319148	connection	sounds of infinity, the	alexander lavrik	hero	maxim larin	pavel burakov
26112622	mullets and monte carlos	warfare 88	creedence clearwater revival	exploited, the	kicker boys	people haters	warfare 88
28385083	our epitaph	horseback	locrian	steven hess	andre foisy	jenks miller	terence hannum
38763481	island of domination	judas priest	glenn tipton	k k downing	rob halford
9689000	don't let go (love) (radio edit)	various	andrea martin	ivan matias	marqueze ethridge	organized noize
42898923	de l'opera a la plaine	keny arkana	alex le roumain	alex le roumain	tone-r	tone-r	keny arkana	juiceland	kao	karim	le gonz	mc ray	manimal	mickey lansky	mino	morph'in	mr kee	nacio	nemrood	p'tit mena	prince king	processus verbal	rap'as	sliman	syrano	teddy	sista micky	louisa
12695014	you don't have to say you love me	various	pino donaggio	simon napier-bell	vicki wickham	vito pallavicini
27227038	to claudia on thursday	millennium, the	curt boettcher	doug rhodes	joey stec	lee mallory	michael fennelly	ron edgar	sandy salisbury
33990481	what's within my heart (out-take from look at yourself sessions)	uriah heep	david byron	ken hensley	mick box	paul newton
1191267	electric sunrise	electric s u n	boris blenn	h-man mccoy	marco menichelli
11495488	on a rien a perdre	toulouse	barry beckett	georges thurston	peter alves	phillip mitchell
13774423	what i want	dead or alive	dead or alive	harry wayne casey & richard finch	mike percy	pete burns	wayne hussey
4947460	soldier of love	red box	david motion	david motion	simon toulson-clarke	simon toulson-clarke	alastair gavin	alastair gavin
23235206	i allegro	antonin dvorak	gregor piatigorsky	charles munch	boston symphony orchestra
3392447	searchin' rap	bon rock & the rythem rebellion	bert reid	larry banks	lenny underwood	raymond reid	sandy anderson
11553775	instincts	romeo void	debora iyall	frank zincavage	peter woods
6518609	tell it to carrie	romantics, the	jimmy marinos	mike skill	wally palmar
11767471	see my love	coral, the	bill ryder-jones	james skelly	nick power
38842411	my man	cruisin' gang	ennio tricomi	enzo vallicelli	romano trevisani
21976908	vsak dan se kaj lepega zacne	niet	ales cesnovar	igor dernovsek	primoz habic	sani kolbezen
4387648	blood bath	drunks with guns	fred broadhacker	mike deleon	stan seitrich
5859010	rasputin	various	frank farian	fred jay	george reyam
24200801	just because	anita baker	alex brown	anita baker	billy livsey	garry glenn	gary taylor	graham lamb	graham lyle	james mcbride	larry prentiss	maggie ryder	michael o'hara	phil nicholl	randy holland	sami mckinney	skip scarborough	steve lane	terry britten
7065512	la mir zeit, dich zu lieben	gilla	seventy five music	frank farian	fred jay	hans-jorg mayer
5015325	sunday 2am (driving)	alias zone	blake arnold	chris meyer	keith snyder	lucky westfall	richard bugg	richard zvonar
44926462	power to the people	public enemy	carlton ridenhour	eric sadler	keith shocklee
35534934	konzert a-dur fur harfe und orchester	georg friedrich handel	carl ditters von dittersdorf	jean francaix	jutta zoff
10536300	cool breeze	sadao watanabe	ralph macdonald	sadao watanabe	william eaton	william salter
26327888	crying my heart out over you	flatt & scruggs	carl butler	gladys flatt	louise certain	marijohn wilkin
23637751	che succede dentro me	showmen 2	eddy monetti	giuseppe botta	renato marengo
25218990	he, srac!	kati kovacs	pasquale losito	stuart ward	tibor koncz	toto cutugno	vito pallavicini
33662510	release me	various	dub williams	eddie miller	robert yount
15500294	spot the l	john wolf brennan	gene coleman	thomas k j mejer	marc unternahrer
40822517	our song	yes	alan white	chris squire	jon anderson	trevor horn	trevor rabin
23400382	heie liebe (ich bin frei)	ricky shayne	die cornehlsen singers	fred jay	joachim heider
30443669	the empty dancehall	all about eve	andy cousin	julianne regan	mark price	tim bricheno
27453595	livin' on a prayer	bon jovi	desmond child	jon bon jovi	richie sambora
13901570	lyliu leliu	various	damiano mercuri	dimo dimov	gerhard petak	josef k	kim larsen	matt howden
31788941	country dances	georg friedrich handel	chicago chamber orchestra	dieter kober	philharmonisches staatsorchester hamburg	leopold ludwig
38727341	brudmarsch fran jamtland	orsa spelman	benny andersson	dalarnas spelmansforbund	asa jinder	peter hedlund
36129516	libiamo, libiamo ne'lieti calici (aria, vocal)	alexander borodin	giuseppe verdi	gioacchino rossini	wolfgang amadeus mozart	georges bizet	ludwig van beethoven	christoph willibald gluck	carl maria von weber
13714817	hij was maar n neger	zangeres zonder naam	het telstar koor	het telstar orkest	jean kraft	fred van dam	johnny hoes
21343763	i'll be good to you	brothers johnson	george johnson	louis johnson	senora sam
21377388	dawnwatch	paul winter	paul halley	dr roger s payne	humpback whale	paul winter
6419304	third movement: allegro vivace	franz liszt	sergei vasilyevich rachmaninoff	byron janis	chicago symphony orchestra, the	fritz reiner
4454848	sun ra	deus	cj bolland	craig ward	tom barman	deus
263350	exploration of space (dj shredda remix)	cosmic gate	andre wevers	claus terhoeven	stefan bossems
5262892	numbers	kraftwerk	florian schneider	karl bartos	ralf hutter
13131925	creepin' up slowly	various	brad young	dow brain	jason singh	tim watson	tim wild
12955399	mad izm (original version)	channel live	krs-one	hokiem green	vincent morgan
4405171	urmele schlaf endlich (eis)	unknown artist	hermann amann	hermann kropatschek	ralf wengenmayr	willy honegger
18652770	spaghetti western	baustelle	claudio brasini	francesco bianconi	mulatu astatke	rachele bastreghi
2494729	noc na pobrezi / a night on the shore	jana koubkova	yandim band	jana koubkova	roman holy	slavek janda
43813190	nightmare / the dreamtime	motorhead	ian fraser kilmister	michael burston	phil campbell	phil taylor
34326603	shine, shine	barry gibb	fabio concato	barry gibb	george bitzer	maurice gibb
