16202000	flash	azra	branimir stulic
11669856	come out	johnny k	bobby pittman	james tatum
36628787	som de preto	various	amilcar rosa fiho
1364198	enveloop	dr dna	andreas kruger
2821634	the code	skitz	colin emmanuel	nick eziefula
3135105	microwave	misty's big adventure	grandmaster gareth
27709827	little red rooster	barron knights, the	duke d'mond	willie dixon
23385633	up on cripple creek	bob dylan	band, the	bob dylan	robbie robertson
14212770	dancin' man	ernie k-doe	deadric malone
24857423	tenderly	natalie cole	jack lawrence	walter gross
13182815	untitled	embryo	mal waldron	charlie mariano
34479637	i still love you	english evenings	graham lee	lee walsh
34661041	i walk the line	various	johnny cash
23076943	hellhound on my trail	big joe williams	big joe williams	traditional
34202388	a sad swell	vieo abiungo	william ryan fritch
7489931	open my eyes	hamiet bluiett	dd jackson	kahil el'zabar
36707049	ii scherzo (allegro molto)	emanuel feuermann	myra hess	gerald moore
13183531	tudo	lulu santos	lulu santos	nelson motta
24123570	metal guru	t rex	marc bolan
13258847	bist du am leben interessiert (radio edit)	xavier naidoo	tone	philippe van eecke	xavier naidoo
23423541	introduction	randy weston	randy weston	langston hughes
29079898	antje, mein blondes kind	gundi hein	hein timm
31959710	high tension	spk	graeme revell	sinan leong
15912870	implement medley: ko maui hou eu eu	various	traditional
11341437	futurology	learning music	john clement wood
9571781	the five pennies	danny kaye	louis armstrong
37742334	i'm a man	tc matic	arno	jean-marie aerts
22691852	benjamin	dennis babier	jaques ferchit	christian remy
21518422	out of my dreams	various	richard rodgers
33048076	kanon	christoph irniger trio	raffaele bossard	ziv ravitz
13848891	ako imam pravo	saban saulic	sasa milosevic mare
950480	air raid	mindlock	jan friedrich
36294306	through the collonades	entombed	nicke andersson
12224187	corpu et anima	cultus sanguine	seth
14694796	silver chains, bars of gold	greg panfile & talk and roll	greg panfile
31337148	stasis	solar bears	john kowalski	rian trench
43044879	banks of the old bandera	jerry jeff walker	rodney crowell
6459797	o tannenbaum	boney james	richard wagner
20118776	feel like makin' love	roberta flack	eugene mcdaniels
32173371	bonus track	madleen kane	michaele, lana & paul sebastian
26545750	spektakular	michael wendler	mic skowy
36510642	it could happen to you	miles davis quintet, the	jimmy van heusen and johnny burke
