# Leyenda: - = no aplica
# X = no encontrado
# L = encontrado, pero en ranking bajísimo
#Id	pos_sin_artista	pos_un_artista	pos_varios_artistas		comentario?
48  	X	X	-	Una comilla y al garete todo
63  	L	X	-	No es capaz ni patrás de encontrar a neal McCoy como neil. Ofrece resultados de otra gente, con canciones que no son "the shake", sino que contienen la palabra shake
130 	L	X	-	La canción es For the love of Money. No puede!
133 	L	1	-
206 	X	X	-	La canción es Wherever en vez de where ever
263 	4	1	-
311 	1	X	-	Falta una "n" en cannibals. Como solo manejan formas alternativas, al carajo
340 	X	X	-	La canción se escribe muy distinta
344 	1	1	-	
458 	L	X	X	Falla por el artista, sobra una H
490 	2	1	-	
502 	L	L	1	Caso perfecto para ellos. Encuentra la versión, seguro que es igual con MERA
554 	X	X	-	Falta un espacio en blanco entre dos palabras
729 	L	1	-
766 	1	1	-	Interesante! No es el titulo real, falta "I" al principio. Con que no es exact match
773 	L	X	-	e40 debería ir con guión en medio
807 	L	1	-
813 	X	X	-	La canción es whuteva
906 	1	1	-
928 	X	X	-	Tanto título como artista levemente mal escritos
947 	1	1	-
951 	1	X	-	Le falta una T a missy elliot
1034	3	X	-	Horriblemente escrito el campo de artista
1049	2	1	-
1059	L	1	-
1200	1	1	-
1212	4	1	-
1218 	2	1	-
1259	1	1	-
1282	X	X	-	El only instrumental lo revienta
1350	X	X	-	Canción mal escrita. Tampoco el buscador estandar la pesca
1356	L	1	-
1360	1	1	-	
1374	2	1	-
1395	X	X	-	Horriblemente escrita la canción
1436	L	X	-	No reconoce a 50cent sin espacios 
1527	L	1	X	Explota con la forma de escribir field mob. A ciara si la pilla bien
1531	L	1	-	
1543	L	X	-	Tim McGraw!
1612	1	1	-	Siemrpe y cuando ponga al artista en escritor, pero me parece justo
1630	1	1	-
1674	5	1	-	
1775	2	1	-
1849	L	X	-	no le gusta como está rakim y ken-y
1857	L	1	-	jazze pha producer, pero justo es meterlo en crédito
1884	2	1	-	
1893	2	1	-	Esto a pesar de que sobra "I"
1921	L	X	-	No por miley, si por Hanah. En el buscador normal parece que está lowraked, sino missing
1935	L	1	-
2037	L	1	-
2050	L	1	-
2054	X	X	-	Mal escrito el that's so
2065	L	1	-
2087	L	1	-	Poniendo a rihanna en colaboradora
2092	L	1	-
2095	L	1	-
2156	1	1	1	con lil wayne en crédito
2164	X	X	-	Canción horriblemente mal escrita
2184	1	1	-	
2189	L	1	-
2206	1	1	1	
2224	L	1	-
2229	L	1	-
2261	X	X	X	Mal escrito el nombre de la canción
2311	1	1	-
2413	L	1	-
2508	L	1	-	Si pones a nu-jersey devil, sea donde sea, casca
2536	L	X	-	Artista mal escrito, da igual donde lo coloques de escritor o contribuidor
2552	L	1	-
2557	X	X	-	No!  Solo caza discos de casualidad en la que hay una canción de smash mouth que se llama así y esta c. milian participa
2569	L	X	-	Falla porque a lil jon le sobra una s
2591	1	1	-
2596	L	X	-	Nombre de artista mal escrito
2600	L	1	-
2603	L	1	-
2665	1	X	-	Falta dolls de las pussycat dolls
2701	1	1	-
2748	X	X	-	Caza alguna canción así escrita, pero el nombre real de la canción no es ese. Y en los sitios en los que aparece twista, está escrito de otra manera
2769	3	1	-
323234	1	1	1
323253	1	1	-
323269	L	1	-
323271	3	1	1	Mucho mérito! van 4 aquí, en crédito
323273	L	1	1	Otra con mérito
323292	2	1	X	Shawnna mal escrito, jim jones no está
323316	1	1	1
323352	L	1	1
323395	1	1	1
323399	1	1	1
323400	X	X	X	Las comillas le destrozan la vida
323414	3	1	1
323487	X	X	X	Le sobrna cosas al nombre, y aparte uno de los featurers también está un poco estropeado (falta espacio en blanco)
323497	X	X	X	No caza la buena porque la canción está mal escrita
323506	X	X	X	Le falta una g a doing
323615	L	X	-	No encuentra a 50 cent así escrito
323651	5	1	1	Aquí mera clasificaría mucho peor por lo de la normalización. en este caso, la puntuación es fundamental
323690	L	1	X	Lo fastidia will i am, muy mal escrito
323699	L	X	X	Ambos mal escritos
323749	L	L	1	Necesita a todos para encontrar la versión, y la encuentra bien
323764	L	1	1
323825	1	1	1
323656	X	X	X	no puede con ese nombre de canción
323940	3	1	1
323975	1	1	X	Con todos no puede
324041	1	1	X	Se pierde con jazze pha y field mob a la vez
